veg_id,name,type,pic_url,description,price,shop id
36,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",3.63,2
37,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",8.63,3
38,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",2.63,3
39,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",5.63,4
40,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",2.63,4
41,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",4.63,5
42,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",3.63,5
43,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",4.63,6
44,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",2.63,6
45,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",1.63,7
46,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",6.63,7
47,onion,organic,https://en.wikipedia.org/wiki/File:Mixed_onions.jpg,"The onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.",3.63,8
48,onion,non organic,https://en.wikipedia.org/wiki/File:ARS_red_onion.jpg,"This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. × proliferum), and the Canada onion (Allium canadense).",1.63,8
49,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,15.05,1
50,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",14.05,1
51,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,16.05,2
52,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",13.05,2
53,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,18.05,3
54,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",12.05,3
55,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,15.05,4
56,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",12.05,4
57,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,14.05,5
58,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",13.05,5
59,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,14.05,6
60,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",12.05,6
61,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,11.05,7
62,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",16.05,7
63,apple,organic,https://en.wikipedia.org/wiki/File:Bramley%27s_Seedling_Apples.jpg,An apple is an edible fruit produced by an apple tree (Malus domestica). Apple trees are cultivated worldwide and are the most widely grown species in the genus Malus.,13.05,8
64,apple,non organic,https://en.wikipedia.org/wiki/File:Mele_stark.jpg,"Apples grown from seed tend to be very different from those of their parents, and the resultant fruit frequently lacks desired characteristics. Generally, apple cultivars are propagated by clonal grafting onto rootstocks.",11.05,8
65,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",13.05,1
66,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",10.05,1
67,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",9.05,2
68,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",13.05,2
69,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",18.05,3
70,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",15.05,3
71,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",12.05,4
72,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",7.05,4
73,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",13.05,5
74,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",8.05,5
75,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",18.05,6
76,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",17.05,6
77,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",13.05,7
78,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",9.05,7
79,banana,organic,https://en.wikipedia.org/wiki/File:Bananas_white_background_DS.jpg,"A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas.",16.05,8
80,banana,non organic,https://en.wikipedia.org/wiki/File:Bananas.jpg,"Export bananas are picked green, and ripen in special rooms upon arrival in the destination country. These rooms are air-tight and filled with ethylene gas to induce ripening.",15.05,8
81,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",23.38,1
82,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",20.38,1
83,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",9.38,2
84,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",23.38,2
85,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",28.38,3
86,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",25.38,3
87,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",22.38,4
88,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",7.38,4
89,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",23.38,5
90,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",8.38,5
91,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",28.38,6
92,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",27.38,6
93,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",23.38,7
94,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",9.38,7
95,mango,organic,https://en.wikipedia.org/wiki/File:Hapus_Mango.jpg,"A mango is an edible stone fruit produced by the tropical tree Mangifera indica which is believed to have originated in the region between northwestern Myanmar, Bangladesh, and northeastern India.",26.38,8
96,mango,non organic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg/440px-09252jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg,"Worldwide, there are several hundred cultivars of mango. Depending on the cultivar, mango fruit varies in size, shape, sweetness, skin color, and flesh color which may be pale yellow, gold, green, or orange.[",25.38,8
